,geo_id,hot_big,hot_small,bar_big,bar_small
875,20167,2.0,,2.0,
876,20169,30.0,17,9.0,7
877,20171,4.0,D,,D
878,20173,76.0,47,84.0,39
879,20175,11.0,D,,4
880,20177,29.0,13,30.0,10
881,20179,1.0,D,,
882,20181,7.0,,1.0,D
883,20183,2.0,3,,D
884,20185,2.0,D,1.0,
885,20189,2.0,4,1.0,D
886,20191,1.0,D,3.0,D
887,20193,11.0,D,1.0,
888,20195,3.0,D,1.0,D
889,20199,2.0,D,,
890,20201,1.0,3,1.0,D
891,20205,2.0,D,,
892,20207,1.0,,,D
893,20209,23.0,7,18.0,10
894,21001,2.0,D,,
895,21003,3.0,,,
896,21005,1.0,,,
897,21009,14.0,D,,D
898,21011,1.0,D,,
899,21013,5.0,,,
900,21015,37.0,6,6.0,8
901,21017,1.0,5,,D
902,21019,13.0,7,,D
903,21021,6.0,4,1.0,
904,21023,1.0,4,,D
905,21025,2.0,,,
906,21029,13.0,,2.0,D
907,21031,2.0,D,,
908,21033,3.0,,,
909,21035,8.0,D,,
910,21037,7.0,9,34.0,13
911,21041,6.0,D,2.0,D
912,21043,4.0,3,,D
913,21045,1.0,,,D
914,21047,11.0,9,2.0,D
915,21049,6.0,4,,D
916,21051,1.0,D,,
917,21053,1.0,,,
918,21057,3.0,D,,
919,21059,18.0,4,8.0,8
920,21061,2.0,D,,
921,21063,2.0,,,
922,21065,2.0,,,
923,21067,68.0,14,48.0,17
924,21071,6.0,D,,
925,21073,11.0,3,4.0,D
926,21075,1.0,,1.0,D
927,21077,4.0,D,1.0,
928,21081,6.0,,,
929,21083,2.0,6,,D
930,21085,2.0,,,
931,21089,1.0,,,D
932,21091,1.0,,,
933,21093,24.0,4,2.0,6
934,21095,1.0,4,,
935,21097,1.0,D,,D
936,21099,3.0,D,,
937,21101,10.0,4,3.0,D
938,21103,1.0,D,,
939,21107,6.0,4,1.0,D
940,21111,109.0,41,106.0,86
941,21113,2.0,3,2.0,D
942,21115,3.0,,,D
943,21117,23.0,14,41.0,16
944,21121,3.0,,,
945,21125,15.0,D,,
946,21127,2.0,,,
947,21129,3.0,D,,
948,21131,1.0,,,
949,21133,2.0,,,
950,21139,3.0,D,,D
951,21141,3.0,D,,3
952,21143,4.0,4,,
953,21145,22.0,7,6.0,5
954,21147,6.0,3,,
955,21151,19.0,7,8.0,D
956,21155,3.0,3,1.0,3
957,21157,17.0,11,,
958,21161,5.0,,4.0,4
959,21163,3.0,3,4.0,8
960,21167,5.0,3,,
961,21171,1.0,D,,D
962,21173,5.0,D,,D
963,21175,1.0,,,
964,21177,7.0,,,D
965,21179,9.0,9,4.0,6
966,21183,2.0,D,,D
967,21185,7.0,7,1.0,D
968,21187,1.0,3,,
969,21193,4.0,5,,D
970,21195,9.0,D,,D
971,21197,2.0,3,,
972,21199,12.0,5,3.0,
973,21203,3.0,3,,
974,21205,7.0,3,1.0,
975,21207,2.0,5,,
976,21209,15.0,4,,D
977,21211,3.0,D,,D
978,21213,8.0,4,,D
979,21217,7.0,D,,D
980,21221,3.0,D,,
981,21223,1.0,D,,D
982,21225,1.0,D,,
983,21227,30.0,10,9.0,7
984,21229,1.0,D,,
985,21231,2.0,D,,
986,21233,1.0,,,D
987,21235,7.0,4,,
988,21237,1.0,D,,D
989,21239,3.0,7,,
990,22001,7.0,D,,23
991,22003,9.0,3,,4
992,22005,26.0,4,20.0,20
993,22007,1.0,,2.0,10
994,22009,5.0,7,5.0,8
995,22011,5.0,D,,
996,22013,1.0,D,,D
997,22015,36.0,11,13.0,18
998,22017,45.0,13,45.0,28
999,22019,54.0,14,35.0,43
1000,22023,2.0,,,
1001,22025,1.0,,1.0,D
1002,22027,2.0,D,,3
1003,22029,1.0,5,1.0,6
1004,22031,5.0,D,,
1005,22033,81.0,23,65.0,58
1006,22035,1.0,,2.0,5
1007,22037,1.0,D,,
1008,22039,2.0,D,1.0,10
1009,22041,2.0,D,1.0,D
1010,22043,1.0,,,
1011,22045,13.0,D,4.0,25
1012,22047,3.0,D,6.0,8
1013,22049,2.0,D,1.0,D
1014,22051,71.0,47,114.0,193
1015,22053,4.0,,2.0,9
1016,22055,59.0,33,45.0,70
1017,22057,15.0,18,21.0,31
1018,22059,2.0,D,1.0,D
1019,22061,9.0,D,,4
1020,22063,6.0,7,16.0,25
1021,22065,3.0,,5.0,6
1022,22067,3.0,,,5
1023,22069,23.0,12,2.0,5
1024,22071,165.0,134,222.0,168
1025,22073,31.0,9,5.0,22
1026,22075,7.0,7,9.0,9
1027,22077,4.0,D,5.0,6
1028,22079,28.0,6,11.0,9
1029,22081,2.0,,,D
1030,22083,4.0,D,,3
1031,22085,5.0,4,,S
1032,22087,2.0,,14.0,17
1033,22089,12.0,4,5.0,13
1034,22093,1.0,D,3.0,7
1035,22095,11.0,D,9.0,16
1036,22097,13.0,11,9.0,15
1037,22099,4.0,6,12.0,21
1038,22101,16.0,4,18.0,23
1039,22103,31.0,28,24.0,35
1040,22105,19.0,4,14.0,24
1041,22109,25.0,9,25.0,44
1042,22111,1.0,D,,D
1043,22113,7.0,22,6.0,24
1044,22115,14.0,4,5.0,8
1045,22117,4.0,,3.0,7
1046,22119,6.0,3,2.0,4
1047,22121,10.0,D,8.0,8
1048,22123,1.0,,,
1049,22125,6.0,5,3.0,D
1050,22127,3.0,,1.0,D
1051,23001,13.0,9,5.0,3
1052,23003,17.0,11,2.0,3
1053,23005,103.0,85,41.0,4
1054,23007,14.0,15,2.0,
1055,23009,105.0,50,6.0,D
1056,23011,21.0,16,8.0,D
1057,23013,43.0,28,2.0,D
1058,23015,50.0,25,1.0,
1059,23017,21.0,27,1.0,
1060,23019,47.0,25,14.0,3
1061,23021,12.0,10,2.0,D
1062,23023,12.0,15,2.0,
1063,23025,13.0,25,4.0,
1064,23027,18.0,14,2.0,
1065,23029,14.0,23,2.0,D
1066,23031,201.0,74,18.0,7
1067,24001,17.0,4,20.0,14
1068,24003,72.0,49,42.0,28
1069,24005,49.0,51,81.0,86
1070,24009,10.0,9,4.0,D
1071,24011,1.0,D,1.0,D
1072,24013,7.0,14,5.0,3
1073,24015,15.0,12,12.0,D
1074,24017,20.0,13,15.0,9
1075,24019,6.0,8,1.0,
1076,24021,30.0,19,9.0,7
1077,24023,16.0,15,4.0,D
1078,24025,33.0,15,9.0,9
1079,24027,36.0,33,8.0,D
1080,24029,8.0,5,1.0,
1081,24031,63.0,90,26.0,32
1082,24033,75.0,84,24.0,39
1083,24035,9.0,6,3.0,D
1084,24037,14.0,4,6.0,7
1085,24039,6.0,4,,
1086,24041,27.0,15,2.0,D
1087,24043,28.0,11,24.0,12
1088,24045,23.0,3,4.0,D
1089,24047,97.0,18,16.0,3
1090,24510,46.0,52,185.0,62
1091,25001,227.0,105,23.0,5
1092,25003,85.0,72,22.0,5
1093,25005,46.0,37,81.0,28
1094,25007,33.0,17,1.0,
1095,25009,80.0,96,71.0,43
1096,25011,12.0,22,13.0,D
1097,25013,41.0,25,94.0,22
1098,25015,17.0,36,27.0,D
1099,25017,121.0,175,97.0,37
1100,25019,29.0,4,3.0,D
1101,25021,55.0,70,50.0,15
1102,25023,40.0,56,35.0,17
1103,25025,102.0,100,145.0,42
1104,25027,53.0,37,126.0,36
1105,26003,17.0,16,3.0,D
1106,26005,21.0,26,10.0,4
1107,26007,5.0,3,7.0,4
1108,26009,8.0,19,3.0,
1109,26011,3.0,5,3.0,D
1110,26013,3.0,D,,D
1111,26015,2.0,6,5.0,
1112,26017,14.0,3,43.0,11
1113,26019,6.0,29,4.0,D
1114,26021,43.0,19,28.0,D
1115,26023,6.0,4,6.0,
1116,26025,24.0,12,14.0,6
1117,26027,2.0,D,3.0,D
1118,26029,8.0,8,5.0,D
1119,26031,38.0,22,9.0,D
1120,26033,24.0,24,11.0,4
1121,26035,3.0,9,7.0,S
1122,26037,6.0,8,5.0,D
1123,26039,9.0,4,3.0,3
1124,26041,17.0,12,20.0,6
1125,26043,10.0,D,11.0,D
1126,26045,21.0,8,7.0,5
1127,26047,22.0,12,7.0,
1128,26049,35.0,24,56.0,27
1129,26051,1.0,6,3.0,
1130,26053,8.0,17,7.0,5
1131,26055,34.0,30,15.0,
1132,26057,3.0,3,7.0,4
1133,26059,4.0,D,2.0,6
1134,26061,12.0,13,18.0,D
1135,26063,6.0,15,12.0,9
1136,26065,24.0,10,39.0,10
1137,26067,4.0,D,3.0,D
1138,26069,13.0,23,7.0,D
1139,26071,7.0,6,6.0,5
1140,26073,11.0,6,9.0,D
1141,26075,12.0,10,17.0,13
1142,26077,43.0,14,25.0,D
1143,26079,2.0,D,3.0,
1144,26081,60.0,42,82.0,18
1145,26083,7.0,9,1.0,D
1146,26085,2.0,6,1.0,
1147,26087,6.0,7,11.0,4
1148,26089,13.0,18,4.0,
1149,26091,7.0,5,8.0,6
1150,26093,10.0,18,8.0,D
1151,26095,5.0,7,1.0,
1152,26097,43.0,35,6.0,D
1153,26099,60.0,39,84.0,63
1154,26101,13.0,10,3.0,D
1155,26103,23.0,16,28.0,3
1156,26105,21.0,31,8.0,4
1157,26107,2.0,D,8.0,D
1158,26109,2.0,6,5.0,12
1159,26111,10.0,14,11.0,3
1160,26113,1.0,D,2.0,D
1161,26115,15.0,13,25.0,13
1162,26117,4.0,6,6.0,5
1163,26119,3.0,D,4.0,
1164,26121,19.0,14,38.0,11
1165,26123,4.0,D,3.0,3
1166,26125,146.0,124,103.0,57
1167,26127,9.0,6,6.0,D
1168,26129,3.0,6,4.0,D
1169,26131,6.0,5,5.0,3
1170,26133,2.0,D,4.0,
1171,26135,3.0,14,3.0,
1172,26137,6.0,10,2.0,
1173,26139,24.0,30,11.0,D
1174,26141,5.0,5,11.0,D
1175,26143,9.0,16,7.0,D
1176,26145,33.0,16,43.0,6
1177,26147,15.0,19,26.0,13
1178,26149,10.0,6,5.0,D
1179,26151,1.0,7,6.0,7
1180,26153,11.0,9,3.0,D
1181,26155,3.0,6,12.0,D
1182,26159,18.0,12,6.0,D
1183,26161,44.0,42,34.0,9
1184,26163,166.0,108,238.0,243
1185,26165,9.0,10,7.0,3
1186,27001,5.0,6,9.0,D
1187,27003,12.0,21,19.0,4
1188,27005,26.0,9,4.0,D
1189,27007,18.0,14,11.0,D
1190,27009,4.0,D,8.0,D
1191,27011,2.0,D,4.0,D
1192,27013,16.0,3,14.0,3
1193,27015,3.0,4,12.0,
1194,27017,5.0,4,11.0,D
1195,27019,6.0,14,20.0,D
1196,27021,49.0,41,5.0,D
1197,27023,1.0,3,4.0,
1198,27025,5.0,12,9.0,D
1199,27027,8.0,D,16.0,3
1200,27029,2.0,,6.0,
1201,27031,34.0,20,1.0,D
1202,27033,2.0,,4.0,
1203,27035,39.0,28,23.0,D
1204,27037,47.0,33,27.0,6
1205,27039,1.0,D,6.0,
1206,27041,20.0,13,5.0,
1207,27043,2.0,D,7.0,D
1208,27045,15.0,17,8.0,D
1209,27047,8.0,D,10.0,
1210,27049,21.0,9,9.0,
1211,27053,159.0,100,100.0,31
1212,27055,4.0,6,7.0,D
1213,27057,25.0,30,9.0,
1214,27059,1.0,D,6.0,3
1215,27061,25.0,37,14.0,11
1216,27063,5.0,D,2.0,
1217,27065,2.0,,2.0,D
1218,27067,14.0,4,4.0,
1219,27069,1.0,D,1.0,
1220,27071,12.0,10,4.0,D
1221,27073,1.0,D,4.0,D
1222,27075,19.0,16,3.0,
1223,27077,13.0,6,,D
1224,27079,2.0,4,15.0,D
1225,27081,1.0,D,3.0,
1226,27083,8.0,D,5.0,
1227,27085,6.0,D,5.0,3
1228,27087,4.0,D,2.0,
1229,27089,1.0,D,7.0,
1230,27091,6.0,D,7.0,3
1231,27093,2.0,D,6.0,D
1232,27095,11.0,6,6.0,
1233,27097,10.0,9,28.0,D
1234,27099,6.0,3,12.0,D
1235,27101,1.0,D,3.0,D
1236,27103,4.0,,7.0,D
1237,27105,8.0,D,6.0,3
1238,27107,1.0,D,6.0,D
1239,27109,53.0,6,18.0,D
1240,27111,27.0,36,12.0,D
1241,27113,6.0,,,D
1242,27115,4.0,7,7.0,3
1243,27117,4.0,D,2.0,4
1244,27119,8.0,D,9.0,3
1245,27121,5.0,6,8.0,
1246,27123,43.0,35,74.0,14
1247,27127,5.0,,9.0,D
1248,27131,11.0,9,11.0,D
1249,27133,2.0,D,1.0,3
1250,27135,6.0,5,4.0,D
1251,27137,98.0,67,79.0,12
1252,27139,15.0,8,18.0,D
1253,27141,6.0,8,6.0,D
1254,27143,2.0,3,5.0,3
1255,27145,31.0,18,46.0,9
1256,27147,9.0,,4.0,D
1257,27149,5.0,,1.0,D
1258,27151,2.0,D,4.0,D
1259,27153,4.0,7,10.0,
1260,27157,4.0,10,9.0,5
1261,27159,4.0,6,3.0,D
1262,27161,3.0,D,7.0,
1263,27163,32.0,23,22.0,4
1264,27165,2.0,D,,D
1265,27169,12.0,7,24.0,11
1266,27171,14.0,8,12.0,D
1267,27173,3.0,,3.0,
1268,28001,24.0,22,5.0,8
1269,28003,7.0,D,1.0,3
1270,28005,1.0,D,,D
1271,28007,3.0,,,D
1272,28011,6.0,D,,D
1273,28017,2.0,D,,
1274,28019,1.0,D,,
1275,28021,3.0,D,,6
1276,28023,1.0,,,D
1277,28025,7.0,D,2.0,D
1278,28027,8.0,D,,5
1279,28029,4.0,D,,
1280,28031,2.0,,,S
1281,28033,40.0,11,5.0,11
1282,28035,26.0,D,6.0,14
1283,28039,4.0,,,D
1284,28043,13.0,,1.0,8
1285,28045,10.0,5,4.0,17
1286,28047,52.0,10,26.0,36
1287,28049,69.0,13,11.0,33
1288,28051,4.0,,,4
1289,28057,2.0,D,,
1290,28059,35.0,7,21.0,18
1291,28061,1.0,,,D
1292,28063,2.0,D,,D
1293,28065,2.0,,,
1294,28067,15.0,3,,3
1295,28069,1.0,,,
1296,28071,12.0,7,5.0,D
1297,28073,9.0,D,,D
1298,28075,31.0,7,4.0,15
1299,28077,2.0,,,D
1300,28079,2.0,D,,D
1301,28081,29.0,9,2.0,5
1302,28083,21.0,D,,3
1303,28085,10.0,D,,D
1304,28087,13.0,6,1.0,9
1305,28089,27.0,9,2.0,7
1306,28091,4.0,D,,D
1307,28093,5.0,4,,D
1308,28095,5.0,4,,3
1309,28097,6.0,,,D
1310,28099,5.0,D,,D
1311,28101,2.0,D,,D
1312,28103,1.0,,,
1313,28105,10.0,D,,D
1314,28107,13.0,D,,D
1315,28109,8.0,D,3.0,3
1316,28113,12.0,D,2.0,D
1317,28115,2.0,,,
1318,28117,4.0,D,,D
1319,28121,37.0,6,1.0,6
1320,28123,4.0,D,,D
1321,28125,1.0,D,,D
1322,28127,6.0,D,,
1323,28129,1.0,,,D
1324,28131,2.0,6,,D
1325,28133,6.0,D,,D
1326,28137,2.0,,,D
1327,28139,3.0,D,,
1328,28141,1.0,D,,
1329,28143,18.0,3,,7
1330,28145,7.0,D,,
1331,28149,36.0,10,,5
1332,28151,13.0,5,1.0,11
1333,28153,2.0,D,,3
1334,28155,1.0,D,,D
1335,28157,1.0,D,1.0,3
1336,28159,6.0,D,,
1337,28161,1.0,4,,D
1338,28163,4.0,D,1.0,3
1339,29001,5.0,4,4.0,3
1340,29005,3.0,,1.0,
1341,29007,4.0,4,2.0,D
1342,29009,6.0,11,1.0,4
1343,29011,2.0,D,,
1344,29013,3.0,D,1.0,
1345,29015,7.0,6,4.0,4
1346,29017,1.0,,,3
1347,29019,40.0,16,27.0,9
1348,29021,13.0,D,19.0,12
1349,29023,6.0,D,4.0,5
1350,29027,10.0,5,1.0,3
1351,29029,27.0,36,8.0,D
1352,29031,12.0,5,8.0,4
1353,29033,1.0,D,,3
1354,29035,1.0,D,,D
1355,29037,8.0,5,5.0,D
1356,29039,2.0,4,3.0,D
1357,29041,1.0,D,4.0,
1358,29043,5.0,4,2.0,4
1359,29045,1.0,D,,4
1360,29047,34.0,11,17.0,10
1361,29049,1.0,D,1.0,D
1362,29051,15.0,4,9.0,4
1363,29053,6.0,D,1.0,D
1364,29055,8.0,4,3.0,D
1365,29059,3.0,D,,
1366,29061,1.0,D,1.0,
1367,29063,6.0,D,,
1368,29065,5.0,D,1.0,D
1369,29067,1.0,,,
1370,29069,3.0,4,1.0,4
1371,29071,18.0,15,11.0,D
1372,29073,7.0,30,1.0,4
1373,29075,1.0,,1.0,
1374,29077,62.0,11,42.0,18
1375,29079,1.0,D,,
1376,29081,4.0,,,
1377,29083,6.0,4,1.0,D
1378,29085,4.0,7,,
1379,29087,1.0,D,1.0,D
1380,29089,1.0,D,1.0,
1381,29091,8.0,D,1.0,D
1382,29093,6.0,4,,D
1383,29095,98.0,41,114.0,61
1384,29097,14.0,11,15.0,5
1385,29099,13.0,8,13.0,10
1386,29101,4.0,4,10.0,6
1387,29105,11.0,D,,4
1388,29107,2.0,9,2.0,D
1389,29109,4.0,3,,4
1390,29111,1.0,D,,D
1391,29113,4.0,D,2.0,D
1392,29115,2.0,D,1.0,4
1393,29117,2.0,D,2.0,3
1394,29119,4.0,D,2.0,3
1395,29121,5.0,D,,8
1396,29123,3.0,D,,D
1397,29127,12.0,D,4.0,3
1398,29129,1.0,,,D
1399,29131,8.0,5,3.0,7
1400,29133,2.0,D,1.0,D
1401,29135,2.0,D,,
1402,29137,2.0,D,1.0,D
1403,29139,3.0,7,1.0,7
1404,29141,5.0,6,,D
1405,29143,2.0,D,1.0,D
1406,29145,22.0,4,2.0,3
1407,29147,4.0,D,4.0,D
1408,29149,1.0,D,,
1409,29151,3.0,,,4
1410,29153,4.0,7,1.0,D
1411,29155,3.0,D,,D
1412,29157,3.0,D,6.0,D
1413,29159,6.0,D,5.0,D
1414,29161,14.0,,5.0,3
1415,29163,4.0,D,1.0,
1416,29165,35.0,12,10.0,5
1417,29167,3.0,D,,
1418,29169,26.0,D,5.0,6
1419,29173,5.0,D,1.0,D
1420,29175,2.0,D,3.0,
1421,29177,1.0,,3.0,D
1422,29179,6.0,3,,
1423,29181,1.0,D,2.0,
1424,29183,31.0,29,31.0,20
1425,29186,3.0,D,,D
1426,29187,8.0,D,4.0,5
1427,29189,104.0,88,82.0,69
1428,29195,5.0,5,1.0,
1429,29199,1.0,3,,D
1430,29201,11.0,,2.0,D
1431,29203,6.0,5,,
1432,29205,1.0,D,2.0,D
1433,29207,5.0,,,5
1434,29209,37.0,41,2.0,3
1435,29213,119.0,54,3.0,D
1436,29215,6.0,D,1.0,D
1437,29217,4.0,D,1.0,
1438,29219,7.0,5,1.0,4
1439,29221,2.0,,,D
1440,29223,1.0,,,D
1441,29225,2.0,4,,
1442,29229,3.0,D,1.0,D
1443,29510,45.0,25,107.0,75
1444,30001,10.0,9,8.0,D
1445,30003,7.0,D,2.0,D
1446,30005,1.0,D,2.0,D
1447,30007,1.0,,6.0,D
1448,30009,11.0,16,9.0,4
1449,30013,28.0,5,44.0,4
1450,30015,2.0,5,6.0,
1451,30017,7.0,7,5.0,D
1452,30019,2.0,,3.0,D
1453,30021,9.0,D,6.0,
1454,30023,4.0,3,10.0,D
1455,30025,5.0,,2.0,D
1456,30027,9.0,6,10.0,D
1457,30029,62.0,76,43.0,14
1458,30031,83.0,47,35.0,15
1459,30033,1.0,D,2.0,
1460,30035,17.0,6,5.0,3
1461,30037,1.0,,2.0,
1462,30039,2.0,D,4.0,
1463,30041,7.0,D,12.0,D
1464,30043,1.0,4,7.0,D
1465,30047,10.0,14,15.0,D
1466,30049,28.0,18,24.0,D
1467,30053,10.0,8,12.0,4
1468,30057,15.0,11,9.0,D
1469,30059,2.0,D,5.0,D
1470,30061,3.0,5,5.0,D
1471,30063,56.0,29,41.0,8
1472,30065,2.0,D,4.0,D
1473,30067,40.0,29,14.0,D
1474,30071,2.0,5,6.0,D
1475,30073,2.0,3,4.0,
1476,30075,1.0,D,1.0,
1477,30077,2.0,D,7.0,
1478,30079,1.0,D,2.0,
1479,30081,16.0,17,11.0,7
1480,30083,8.0,D,10.0,
1481,30085,3.0,3,12.0,D
1482,30087,13.0,4,7.0,D
1483,30089,8.0,7,7.0,D
1484,30093,17.0,6,35.0,29
1485,30095,2.0,5,8.0,
1486,30097,6.0,3,2.0,D
1487,30099,2.0,,7.0,D
1488,30101,5.0,D,6.0,D
1489,30103,1.0,D,1.0,
1490,30105,7.0,D,7.0,D
1491,30107,3.0,D,4.0,
1492,30109,1.0,,1.0,D
1493,30111,52.0,13,52.0,9
1494,31001,9.0,D,9.0,3
1495,31003,1.0,3,2.0,D
1496,31011,1.0,D,2.0,
1497,31013,5.0,D,4.0,
1498,31015,1.0,D,3.0,D
1499,31017,2.0,D,1.0,D
1500,31019,23.0,D,16.0,6
1501,31021,1.0,D,2.0,3
1502,31023,1.0,D,4.0,6
1503,31025,1.0,D,3.0,D
1504,31027,1.0,3,2.0,D
1505,31029,2.0,D,1.0,
1506,31031,8.0,D,1.0,4
1507,31033,11.0,D,6.0,D
1508,31035,2.0,,2.0,D
1509,31037,2.0,,3.0,3
1510,31039,2.0,,3.0,3
1511,31041,6.0,5,2.0,D
1512,31043,6.0,,7.0,D
1513,31045,8.0,D,5.0,
1514,31047,11.0,,4.0,D
1515,31049,1.0,,,
1516,31053,7.0,D,16.0,D
1517,31055,76.0,28,184.0,40
1518,31061,1.0,,2.0,D
1519,31063,1.0,D,2.0,D
1520,31065,4.0,4,2.0,D
1521,31067,8.0,D,7.0,D
1522,31069,3.0,,1.0,
1523,31071,2.0,,2.0,
1524,31073,1.0,,,
1525,31075,2.0,D,,
1526,31079,23.0,D,17.0,3
1527,31081,1.0,D,2.0,
1528,31083,3.0,D,2.0,D
1529,31089,6.0,D,4.0,D
1530,31091,1.0,,,
1531,31093,2.0,D,3.0,3
1532,31095,2.0,,3.0,3
1533,31097,1.0,,,
1534,31099,2.0,,2.0,D
1535,31101,10.0,6,5.0,D
1536,31105,5.0,D,3.0,
1537,31107,2.0,7,7.0,4
1538,31109,63.0,13,70.0,11
1539,31111,19.0,6,10.0,D
1540,31119,13.0,D,9.0,D
1541,31121,1.0,D,3.0,3
1542,31123,1.0,D,,D
1543,31127,3.0,D,2.0,D
1544,31129,1.0,D,3.0,D
1545,31131,4.0,D,6.0,3
1546,31135,1.0,,,D
1547,31137,2.0,D,,D
1548,31141,8.0,D,13.0,3
1549,31145,6.0,D,3.0,D
1550,31147,2.0,D,2.0,D
1551,31151,1.0,,4.0,4
1552,31153,20.0,10,19.0,12
1553,31155,1.0,,8.0,3
1554,31157,11.0,D,10.0,S
1555,31159,2.0,D,2.0,D
1556,31161,4.0,D,4.0,D
1557,31163,1.0,3,1.0,
1558,31169,2.0,,1.0,D
1559,31175,1.0,D,2.0,D
1560,31177,5.0,D,8.0,D
1561,31179,3.0,,4.0,
1562,31181,1.0,D,3.0,
1563,31185,10.0,,1.0,D
1564,32001,11.0,D,4.0,
1565,32003,273.0,257,473.0,114
1566,32005,17.0,28,16.0,D
1567,32007,43.0,15,17.0,10
1568,32011,1.0,D,,
1569,32013,23.0,5,9.0,4
1570,32015,4.0,7,1.0,4
1571,32017,5.0,D,4.0,D
1572,32019,7.0,D,9.0,D
1573,32021,3.0,4,2.0,D
1574,32023,18.0,11,13.0,9
1575,32027,5.0,D,4.0,
1576,32029,4.0,4,4.0,
1577,32031,96.0,64,120.0,22
1578,32033,11.0,5,6.0,D
1579,32510,20.0,3,20.0,D
1580,33001,36.0,25,3.0,D
1581,33003,81.0,38,,
1582,33005,15.0,12,3.0,3
1583,33007,33.0,22,1.0,
1584,33009,86.0,42,,D
1585,33011,33.0,36,12.0,9
1586,33013,25.0,30,,D
1587,33015,82.0,49,4.0,5
1588,33017,18.0,13,3.0,D
1589,33019,7.0,5,,D
1590,34001,106.0,36,51.0,17
1591,34003,60.0,64,86.0,42
1592,34005,66.0,44,37.0,14
1593,34007,34.0,27,58.0,14
1594,34009,236.0,61,27.0,5
1595,34011,12.0,D,13.0,D
1596,34013,37.0,46,106.0,97
1597,34015,16.0,20,15.0,10
1598,34017,37.0,54,129.0,84
1599,34019,15.0,10,7.0,4
1600,34021,29.0,26,41.0,16
1601,34023,98.0,48,94.0,50
1602,34025,84.0,91,72.0,23
1603,34027,62.0,45,52.0,16
1604,34029,97.0,60,23.0,16
1605,34031,12.0,26,101.0,69
1606,34033,7.0,5,3.0,D
1607,34035,28.0,33,15.0,10
1608,34037,15.0,13,11.0,7
1609,34039,46.0,36,57.0,51
1610,34041,9.0,8,16.0,7
1611,35001,144.0,66,34.0,22
1612,35003,3.0,4,2.0,
1613,35005,20.0,15,4.0,
1614,35006,7.0,5,2.0,D
1615,35007,21.0,12,2.0,3
1616,35009,16.0,D,3.0,
1617,35011,1.0,D,,
1618,35013,33.0,13,4.0,16
1619,35015,25.0,8,4.0,D
1620,35017,11.0,8,3.0,
1621,35019,13.0,D,,D
1622,35023,6.0,3,,D
1623,35025,25.0,11,5.0,D
1624,35027,29.0,16,1.0,3
1625,35028,5.0,D,,D
1626,35029,14.0,D,,
1627,35031,40.0,10,3.0,D
1628,35033,1.0,D,,D
1629,35035,20.0,11,2.0,D
1630,35037,17.0,11,1.0,
1631,35039,19.0,15,2.0,D
1632,35041,5.0,D,1.0,
1633,35043,14.0,22,5.0,5
1634,35045,33.0,10,,
1635,35047,9.0,7,1.0,D
1636,35049,60.0,47,8.0,4
1637,35051,13.0,7,2.0,D
1638,35053,8.0,6,3.0,
1639,35055,52.0,20,4.0,D
1640,35057,7.0,D,,
1641,35059,6.0,,,
1642,35061,9.0,D,2.0,D
1643,36001,79.0,19,57.0,9
1644,36003,10.0,5,11.0,4
1645,36005,31.0,71,76.0,226
1646,36007,33.0,12,66.0,12
1647,36009,15.0,9,24.0,3
1648,36011,15.0,7,16.0,D
1649,36013,29.0,31,32.0,10
1650,36015,16.0,4,28.0,D
1651,36017,2.0,9,11.0,D
1652,36019,17.0,6,17.0,7
1653,36021,16.0,39,9.0,4
1654,36023,16.0,7,14.0,3
1655,36025,12.0,34,10.0,3
1656,36027,40.0,54,29.0,11
1657,36029,109.0,52,203.0,43
1658,36031,62.0,40,8.0,D
1659,36033,11.0,18,11.0,3
1660,36035,5.0,4,11.0,8
1661,36037,9.0,6,14.0,D
1662,36039,48.0,33,8.0,7
1663,36041,20.0,20,1.0,D
1664,36043,21.0,17,18.0,7
1665,36045,44.0,22,22.0,6
1666,36047,68.0,318,385.0,236
1667,36049,6.0,7,10.0,5
1668,36051,7.0,9,15.0,S
1669,36053,8.0,21,14.0,7
1670,36055,80.0,64,113.0,24
1671,36057,3.0,7,11.0,4
1672,36059,74.0,153,171.0,65
1673,36061,459.0,404,671.0,180
1674,36063,51.0,40,63.0,19
1675,36065,30.0,32,65.0,26
1676,36067,78.0,38,126.0,18
1677,36069,23.0,43,23.0,D
1678,36071,46.0,40,43.0,14
1679,36073,3.0,5,2.0,D
1680,36075,17.0,35,41.0,9
1681,36077,36.0,55,16.0,
1682,36079,6.0,10,10.0,3
1683,36081,111.0,252,293.0,274
1684,36083,9.0,14,18.0,8
1685,36085,8.0,48,40.0,26
1686,36087,17.0,27,23.0,15
1687,36089,25.0,17,40.0,5
1688,36091,53.0,33,30.0,14
1689,36093,11.0,10,20.0,17
1690,36095,5.0,11,6.0,D
1691,36097,18.0,27,7.0,D
1692,36099,7.0,17,4.0,D
1693,36101,26.0,19,24.0,D
1694,36103,150.0,170,173.0,77
1695,36105,33.0,26,9.0,7
1696,36107,7.0,5,6.0,
1697,36109,30.0,46,23.0,
1698,36111,58.0,86,22.0,7
1699,36113,125.0,69,20.0,3
1700,36115,4.0,20,14.0,6
1701,36117,5.0,19,9.0,4
1702,36119,53.0,85,87.0,61
1703,36121,1.0,3,6.0,D
1704,36123,11.0,20,4.0,
1705,37001,21.0,7,11.0,15
1706,37005,2.0,3,,D
1707,37007,2.0,D,,D
